LoyaltyId,PurchaseId,ProductId,PurchasedOn,TotalPrice,RewardPointsAdded,ActivityTypeDisplay,Subject,Location
LOYID_2763,PID_8074,118,1/22/2018,67,29,POS Purchase,Purchased a product In-Store,Pakistan
LOYID_2763,PID_8075,12,9/17/2018,133,36,POS Purchase,Purchased a product In-Store,Ethiopia
LOYID_2763,PID_8076,Office 365 for Midsize Business (sample),11/11/2018,166,42,POS Purchase,Purchased a product In-Store,Armenia
LOYID_2763,PID_8077,381,11/16/2018,162,37,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_2764,PID_8078,P-01036-V4X1T2,1/17/2018,195,26,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2764,PID_8079,519,9/25/2018,31,36,POS Purchase,Purchased a product In-Store,Mexico
LOYID_2764,PID_8080,431,10/25/2018,70,23,POS Purchase,Purchased a product In-Store,New Zealand
LOYID_2765,PID_8081,637,10/6/2017,182,22,POS Purchase,Purchased a product In-Store,Jersey
LOYID_2765,PID_8082,667,8/14/2018,113,21,POS Purchase,Purchased a product In-Store,Tanzania
LOYID_2765,PID_8083,5637146381,9/9/2018,144,44,POS Purchase,Purchased a product In-Store,Nauru
LOYID_2765,PID_8084,637,12/22/2018,105,43,POS Purchase,Purchased a product In-Store,Oman
LOYID_2766,PID_8085,536,6/25/2017,95,20,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_2766,PID_8086,690,11/23/2017,116,20,POS Purchase,Purchased a product In-Store,Liberia
LOYID_2766,PID_8087,445,8/24/2018,174,44,POS Purchase,Purchased a product In-Store,Kiribati
LOYID_2767,PID_8088,CMPNTNetworkCard,11/7/2018,102,24,POS Purchase,Purchased a product In-Store,Saint Pierre and Miquelon
LOYID_2767,PID_8089,103,11/16/2018,53,35,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_2767,PID_8090,667,12/7/2018,112,35,POS Purchase,Purchased a product In-Store,Guernsey
LOYID_2767,PID_8091,305,1/14/2019,81,37,POS Purchase,Purchased a product In-Store,Moldova
LOYID_2767,PID_8092,654,1/26/2019,145,40,POS Purchase,Purchased a product In-Store,Georgia
LOYID_2768,PID_8093,343,1/31/2019,160,34,POS Purchase,Purchased a product In-Store,United Kingdom (Great Britain)
LOYID_2768,PID_8094,5,2/6/2019,123,31,POS Purchase,Purchased a product In-Store,China
LOYID_2768,PID_8095,525,2/6/2019,152,29,POS Purchase,Purchased a product In-Store,China
LOYID_2768,PID_8096,SVCHRUpgradeTestAssemblyUnit,2/6/2019,52,27,POS Purchase,Purchased a product In-Store,France
LOYID_2769,PID_8097,5637146401,12/27/2017,73,23,POS Purchase,Purchased a product In-Store,USA
LOYID_2769,PID_8098,300,8/7/2018,188,25,POS Purchase,Purchased a product In-Store,French Guiana
LOYID_2769,PID_8099,488,11/27/2018,37,46,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2769,PID_8100,201,2/3/2019,175,28,POS Purchase,Purchased a product In-Store,Jersey
LOYID_2770,PID_8101,606,8/26/2018,183,49,POS Purchase,Purchased a product In-Store,Zambia
LOYID_2770,PID_8102,73,9/1/2018,190,28,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_2770,PID_8103,136,2/3/2019,92,20,POS Purchase,Purchased a product In-Store,Guyana
LOYID_2770,PID_8104,592,2/4/2019,119,26,POS Purchase,Purchased a product In-Store,China
LOYID_2771,PID_8105,228,9/16/2018,185,29,POS Purchase,Purchased a product In-Store,Egypt
LOYID_2771,PID_8106,51,10/11/2018,179,24,POS Purchase,Purchased a product In-Store,France
LOYID_2771,PID_8107,5637146326,1/1/2019,39,36,POS Purchase,Purchased a product In-Store,Argentina
LOYID_2771,PID_8108,223,1/14/2019,41,34,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2772,PID_8109,295,7/19/2017,161,41,POS Purchase,Purchased a product In-Store,Zambia
LOYID_2772,PID_8110,45321,2/4/2018,96,41,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2772,PID_8111,P-01009-X4L9L7,5/16/2018,153,34,POS Purchase,Purchased a product In-Store,Finland
LOYID_2772,PID_8112,337,7/22/2018,108,49,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2772,PID_8113,5637146403,2/6/2019,46,26,POS Purchase,Purchased a product In-Store,Iran
LOYID_2773,PID_8114,595,10/13/2018,35,41,POS Purchase,Purchased a product In-Store,United States Minor Outlying Islands
LOYID_2773,PID_8115,CMPNTGripArrayVirtuoso,10/21/2018,107,22,POS Purchase,Purchased a product In-Store,Macedonia
LOYID_2773,PID_8116,669,12/14/2018,131,48,POS Purchase,Purchased a product In-Store,Romania
LOYID_2774,PID_8117,641,5/12/2017,113,47,POS Purchase,Purchased a product In-Store,Chad
LOYID_2774,PID_8118,495,7/31/2018,108,29,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_2774,PID_8119,492,11/3/2018,70,27,POS Purchase,Purchased a product In-Store,Sri Lanka
LOYID_2774,PID_8120,141,11/17/2018,164,32,POS Purchase,Purchased a product In-Store,Bahrain
LOYID_2775,PID_8121,344,12/2/2018,44,25,POS Purchase,Purchased a product In-Store,San Marino
LOYID_2775,PID_8122,667,12/6/2018,143,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2775,PID_8123,5637146336,12/30/2018,45,43,POS Purchase,Purchased a product In-Store,China
LOYID_2775,PID_8124,655,1/26/2019,195,32,POS Purchase,Purchased a product In-Store,Svalbard and Jan Mayen Islands
LOYID_2776,PID_8125,310,2/25/2017,88,46,POS Purchase,Purchased a product In-Store,Cuba
LOYID_2776,PID_8126,5637146322,8/29/2018,186,31,POS Purchase,Purchased a product In-Store,China
LOYID_2776,PID_8127,14,11/13/2018,114,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2777,PID_8128,653,6/14/2017,90,20,POS Purchase,Purchased a product In-Store,Kiribati
LOYID_2777,PID_8129,646,10/22/2018,117,27,POS Purchase,Purchased a product In-Store,Lithuania
LOYID_2777,PID_8130,82,11/19/2018,175,34,POS Purchase,Purchased a product In-Store,Gambia
LOYID_2778,PID_8131,5637146399,6/8/2018,137,31,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2778,PID_8132,311,10/18/2018,119,20,POS Purchase,Purchased a product In-Store,Myanmar
LOYID_2778,PID_8133,390,2/2/2019,138,33,POS Purchase,Purchased a product In-Store,French Southern Territories
LOYID_2778,PID_8134,5637146291,2/5/2019,33,35,POS Purchase,Purchased a product In-Store,Niger
LOYID_2778,PID_8135,364,2/5/2019,148,23,POS Purchase,Purchased a product In-Store,Central African Republic
LOYID_2779,PID_8136,5637146383,2/28/2018,191,29,POS Purchase,Purchased a product In-Store,Northern Mariana Islands
LOYID_2779,PID_8137,CRM Online: Professional (sample),3/24/2018,144,22,POS Purchase,Purchased a product In-Store,Nauru
LOYID_2779,PID_8138,76,3/26/2018,85,37,POS Purchase,Purchased a product In-Store,Maldives
LOYID_2779,PID_8139,57,7/22/2018,100,42,POS Purchase,Purchased a product In-Store,Sri Lanka
LOYID_2779,PID_8140,345,1/13/2019,39,44,POS Purchase,Purchased a product In-Store,Jordan
LOYID_2780,PID_8141,3DPF078,12/15/2018,152,27,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_2780,PID_8142,657,12/17/2018,65,26,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_2780,PID_8143,258,1/22/2019,125,33,POS Purchase,Purchased a product In-Store,Morocco
LOYID_2780,PID_8144,111,1/26/2019,41,36,POS Purchase,Purchased a product In-Store,Romania
LOYID_2780,PID_8145,383,1/27/2019,34,28,POS Purchase,Purchased a product In-Store,Mali
LOYID_2781,PID_8146,563,2/6/2018,108,28,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_2781,PID_8147,397,4/16/2018,193,31,POS Purchase,Purchased a product In-Store,Vanuatu
LOYID_2781,PID_8148,5637146264,8/25/2018,72,47,POS Purchase,Purchased a product In-Store,USA
LOYID_2781,PID_8149,5637146345,10/15/2018,123,26,POS Purchase,Purchased a product In-Store,Tonga
LOYID_2782,PID_8150,134,2/5/2018,76,48,POS Purchase,Purchased a product In-Store,Latvia
LOYID_2782,PID_8151,104,2/14/2018,64,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2782,PID_8152,561,1/23/2019,37,32,POS Purchase,Purchased a product In-Store,Greenland
LOYID_2782,PID_8153,576,1/23/2019,46,24,POS Purchase,Purchased a product In-Store,Vanuatu
LOYID_2782,PID_8154,5637146434,2/3/2019,73,38,POS Purchase,Purchased a product In-Store,Jersey
LOYID_2783,PID_8155,548,1/13/2019,131,44,POS Purchase,Purchased a product In-Store,Chile
LOYID_2783,PID_8156,P-01036-V4X1T2,1/16/2019,122,24,POS Purchase,Purchased a product In-Store,American Samoa
LOYID_2783,PID_8157,493,2/4/2019,133,28,POS Purchase,Purchased a product In-Store,Finland
LOYID_2783,PID_8158,PRDPKGAB150,2/5/2019,173,20,POS Purchase,Purchased a product In-Store,Ethiopia
LOYID_2783,PID_8159,5637146350,2/5/2019,82,40,POS Purchase,Purchased a product In-Store,Greenland
LOYID_2784,PID_8160,349,5/10/2018,57,22,POS Purchase,Purchased a product In-Store,San Marino
LOYID_2784,PID_8161,364,6/18/2018,79,26,POS Purchase,Purchased a product In-Store,Niger
LOYID_2784,PID_8162,351,10/25/2018,66,35,POS Purchase,Purchased a product In-Store,Portugal
LOYID_2784,PID_8163,159,11/24/2018,147,38,POS Purchase,Purchased a product In-Store,Mozambique
LOYID_2784,PID_8164,CMPNTTrunkServoMotorVirtuoso,2/3/2019,107,24,POS Purchase,Purchased a product In-Store,USA
LOYID_2785,PID_8165,5637146342,3/12/2017,159,23,POS Purchase,Purchased a product In-Store,Chad
LOYID_2785,PID_8166,83,12/3/2017,57,41,POS Purchase,Purchased a product In-Store,Gabon
LOYID_2785,PID_8167,579,3/6/2018,111,42,POS Purchase,Purchased a product In-Store,Mauritius
LOYID_2786,PID_8168,5637146327,10/13/2017,171,22,POS Purchase,Purchased a product In-Store,Lesotho
LOYID_2786,PID_8169,41,11/29/2018,125,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2786,PID_8170,657,12/11/2018,153,26,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2786,PID_8171,314,1/29/2019,169,40,POS Purchase,Purchased a product In-Store,Chile
LOYID_2787,PID_8172,149,2/5/2018,194,27,POS Purchase,Purchased a product In-Store,Finland
LOYID_2787,PID_8173,156,2/16/2018,70,49,POS Purchase,Purchased a product In-Store,South Africa
LOYID_2787,PID_8174,5637146379,5/11/2018,34,43,POS Purchase,Purchased a product In-Store,Tonga
LOYID_2788,PID_8175,434,8/2/2018,47,38,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_2788,PID_8176,600,11/29/2018,111,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2788,PID_8177,378,12/2/2018,193,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2789,PID_8178,P-01003-N7T6W6,3/26/2018,60,25,POS Purchase,Purchased a product In-Store,"Korea, South"
LOYID_2789,PID_8179,Exchange Online (sample),8/28/2018,110,24,POS Purchase,Purchased a product In-Store,Greece
LOYID_2789,PID_8180,74,12/13/2018,65,42,POS Purchase,Purchased a product In-Store,French Guiana
LOYID_2790,PID_8181,348,9/24/2017,134,20,POS Purchase,Purchased a product In-Store,Kazakhstan
LOYID_2790,PID_8182,338,9/7/2018,190,48,POS Purchase,Purchased a product In-Store,Yemen
LOYID_2790,PID_8183,487,10/6/2018,167,28,POS Purchase,Purchased a product In-Store,Zambia
LOYID_2791,PID_8184,CMPNTCPUControllerVirtuoso,10/3/2017,149,40,POS Purchase,Purchased a product In-Store,Romania
LOYID_2791,PID_8185,357,4/5/2018,120,38,POS Purchase,Purchased a product In-Store,Russian Federation
LOYID_2791,PID_8186,694,1/20/2019,188,48,POS Purchase,Purchased a product In-Store,Thailand
LOYID_2791,PID_8187,632,1/29/2019,106,28,POS Purchase,Purchased a product In-Store,Georgia
LOYID_2792,PID_8188,425,2/1/2018,51,36,POS Purchase,Purchased a product In-Store,Guyana
LOYID_2792,PID_8189,567,11/7/2018,157,34,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2792,PID_8190,510,1/26/2019,126,27,POS Purchase,Purchased a product In-Store,Montserrat
LOYID_2793,PID_8191,51,6/10/2017,50,20,POS Purchase,Purchased a product In-Store,Kiribati
LOYID_2793,PID_8192,5637146409,3/30/2018,87,32,POS Purchase,Purchased a product In-Store,United States
LOYID_2793,PID_8193,5637146312,1/5/2019,36,47,POS Purchase,Purchased a product In-Store,Australia
LOYID_2793,PID_8194,CMPNTTrunkServoMotorVirtuoso,2/4/2019,80,45,POS Purchase,Purchased a product In-Store,Thailand
LOYID_2794,PID_8195,340,6/27/2018,163,22,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_2794,PID_8196,120,1/26/2019,177,48,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_2794,PID_8197,5637146375,1/28/2019,47,35,POS Purchase,Purchased a product In-Store,Fiji
LOYID_2795,PID_8198,341,10/17/2018,192,45,POS Purchase,Purchased a product In-Store,Afghanistan
LOYID_2795,PID_8199,167,12/11/2018,32,36,POS Purchase,Purchased a product In-Store,India
LOYID_2795,PID_8200,597,12/15/2018,181,39,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_2795,PID_8201,566,1/24/2019,139,25,POS Purchase,Purchased a product In-Store,Canada
LOYID_2796,PID_8202,488,12/7/2018,129,27,POS Purchase,Purchased a product In-Store,India
LOYID_2796,PID_8203,345,1/18/2019,51,35,POS Purchase,Purchased a product In-Store,Saint Pierre and Miquelon
LOYID_2796,PID_8204,P-01006-M3N9Q3,1/23/2019,50,44,POS Purchase,Purchased a product In-Store,USA
LOYID_2797,PID_8205,473,8/2/2017,92,21,POS Purchase,Purchased a product In-Store,Puerto Rico
LOYID_2797,PID_8206,P-01036-V4X1T2,11/6/2018,82,44,POS Purchase,Purchased a product In-Store,USA
LOYID_2797,PID_8207,187,11/16/2018,39,22,POS Purchase,Purchased a product In-Store,France
LOYID_2797,PID_8208,2,11/20/2018,128,41,POS Purchase,Purchased a product In-Store,Heard Island and Mcdonald Islands
LOYID_2798,PID_8209,445,5/30/2018,154,38,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_2798,PID_8210,195,11/1/2018,44,44,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_2798,PID_8211,560,11/28/2018,103,30,POS Purchase,Purchased a product In-Store,Tonga
LOYID_2799,PID_8212,417,8/24/2017,113,43,POS Purchase,Purchased a product In-Store,San Marino
LOYID_2799,PID_8213,P-01024-R2T5N0,11/20/2018,58,41,POS Purchase,Purchased a product In-Store,Jersey
LOYID_2799,PID_8214,603,12/30/2018,182,20,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_2799,PID_8215,673,2/6/2019,70,35,POS Purchase,Purchased a product In-Store,Thailand
LOYID_2800,PID_8216,309,2/20/2017,83,28,POS Purchase,Purchased a product In-Store,El Salvador
LOYID_2800,PID_8217,245,7/25/2018,61,22,POS Purchase,Purchased a product In-Store,Greece
LOYID_2800,PID_8218,5637146427,1/15/2019,177,22,POS Purchase,Purchased a product In-Store,Nicaragua
LOYID_2801,PID_8219,682,11/14/2017,73,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2801,PID_8220,CMPNTCPUControllerWizard,3/24/2018,58,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2801,PID_8221,80,8/14/2018,123,45,POS Purchase,Purchased a product In-Store,Montserrat
LOYID_2801,PID_8222,536,8/30/2018,192,44,POS Purchase,Purchased a product In-Store,Tonga
LOYID_2801,PID_8223,244,10/14/2018,62,41,POS Purchase,Purchased a product In-Store,USA
LOYID_2802,PID_8224,380,4/16/2018,168,38,POS Purchase,Purchased a product In-Store,Cuba
LOYID_2802,PID_8225,177,6/2/2018,90,45,POS Purchase,Purchased a product In-Store,Mozambique
LOYID_2802,PID_8226,622,1/31/2019,120,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2803,PID_8227,353,5/11/2018,91,24,POS Purchase,Purchased a product In-Store,Niger
LOYID_2803,PID_8228,5637146442,8/16/2018,119,23,POS Purchase,Purchased a product In-Store,Mexico
LOYID_2803,PID_8229,61,12/8/2018,73,20,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2804,PID_8230,163,10/21/2017,158,35,POS Purchase,Purchased a product In-Store,USA
LOYID_2804,PID_8231,287,3/5/2018,130,24,POS Purchase,Purchased a product In-Store,Macedonia
LOYID_2804,PID_8232,P-01021-J4S9S1,11/2/2018,109,37,POS Purchase,Purchased a product In-Store,USA
LOYID_2805,PID_8233,54,10/28/2017,87,31,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2805,PID_8234,524,6/3/2018,31,25,POS Purchase,Purchased a product In-Store,Australia
LOYID_2805,PID_8235,12,6/14/2018,188,45,POS Purchase,Purchased a product In-Store,Gabon
LOYID_2805,PID_8236,5637146276,10/8/2018,73,21,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2805,PID_8237,262,10/17/2018,80,38,POS Purchase,Purchased a product In-Store,Gabon
LOYID_2806,PID_8238,CRM Online: Standard (sample),4/10/2018,34,27,POS Purchase,Purchased a product In-Store,Laos
LOYID_2806,PID_8239,5637146434,9/2/2018,131,25,POS Purchase,Purchased a product In-Store,Myanmar
LOYID_2806,PID_8240,245,11/15/2018,140,28,POS Purchase,Purchased a product In-Store,"Korea, South"
LOYID_2806,PID_8241,392,12/30/2018,124,29,POS Purchase,Purchased a product In-Store,Iran
LOYID_2807,PID_8242,557,10/29/2017,187,22,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_2807,PID_8243,148,12/14/2017,178,36,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2807,PID_8244,5637146427,6/11/2018,49,41,POS Purchase,Purchased a product In-Store,San Marino
LOYID_2808,PID_8245,288,3/1/2018,65,27,POS Purchase,Purchased a product In-Store,Yemen
LOYID_2808,PID_8246,148,11/25/2018,101,40,POS Purchase,Purchased a product In-Store,Chad
LOYID_2808,PID_8247,672,1/20/2019,40,33,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2808,PID_8248,487,1/29/2019,184,20,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_2808,PID_8249,664,2/2/2019,102,25,POS Purchase,Purchased a product In-Store,Saint Lucia
LOYID_2809,PID_8250,102,1/25/2017,114,35,POS Purchase,Purchased a product In-Store,Comoros
LOYID_2809,PID_8251,80,2/8/2017,65,30,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2809,PID_8252,294,11/15/2018,189,30,POS Purchase,Purchased a product In-Store,"Virgin Islands, British"
LOYID_2809,PID_8253,5637146427,2/3/2019,106,26,POS Purchase,Purchased a product In-Store,Uganda
LOYID_2810,PID_8254,521,12/29/2018,74,21,POS Purchase,Purchased a product In-Store,Comoros
LOYID_2810,PID_8255,580,1/17/2019,183,35,POS Purchase,Purchased a product In-Store,Jersey
LOYID_2810,PID_8256,482,1/29/2019,151,26,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_2810,PID_8257,33,2/5/2019,142,37,POS Purchase,Purchased a product In-Store,USA
LOYID_2810,PID_8258,62,2/6/2019,194,36,POS Purchase,Purchased a product In-Store,USA
LOYID_2811,PID_8259,310,3/17/2018,71,36,POS Purchase,Purchased a product In-Store,Laos
LOYID_2811,PID_8260,5637146316,8/19/2018,149,47,POS Purchase,Purchased a product In-Store,Guadeloupe
LOYID_2811,PID_8261,668,9/3/2018,114,21,POS Purchase,Purchased a product In-Store,Belgium
LOYID_2811,PID_8262,5637146369,2/5/2019,107,21,POS Purchase,Purchased a product In-Store,Bangladesh
LOYID_2812,PID_8263,374,5/16/2018,113,26,POS Purchase,Purchased a product In-Store,Kuwait
LOYID_2812,PID_8264,530,11/22/2018,124,42,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2812,PID_8265,5637146300,12/17/2018,191,22,POS Purchase,Purchased a product In-Store,France
LOYID_2812,PID_8266,410,12/20/2018,94,41,POS Purchase,Purchased a product In-Store,Turkmenistan
LOYID_2813,PID_8267,617,11/23/2018,78,33,POS Purchase,Purchased a product In-Store,Latvia
LOYID_2813,PID_8268,585,1/17/2019,87,31,POS Purchase,Purchased a product In-Store,French Guiana
LOYID_2813,PID_8269,386,1/19/2019,139,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2814,PID_8270,23,12/22/2018,143,27,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2814,PID_8271,538,1/13/2019,187,25,POS Purchase,Purchased a product In-Store,Timor-Leste
LOYID_2814,PID_8272,68,1/28/2019,40,30,POS Purchase,Purchased a product In-Store,Argentina
LOYID_2815,PID_8273,585,12/31/2017,141,26,POS Purchase,Purchased a product In-Store,Uruguay
LOYID_2815,PID_8274,439,5/23/2018,149,36,POS Purchase,Purchased a product In-Store,Guinea-Bissau
LOYID_2815,PID_8275,580,7/23/2018,129,44,POS Purchase,Purchased a product In-Store,Finland
LOYID_2815,PID_8276,68,11/13/2018,88,35,POS Purchase,Purchased a product In-Store,USA
LOYID_2816,PID_8277,258,5/16/2018,190,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2816,PID_8278,5637146268,12/4/2018,126,47,POS Purchase,Purchased a product In-Store,USA
LOYID_2816,PID_8279,5637146336,1/8/2019,114,46,POS Purchase,Purchased a product In-Store,Portugal
LOYID_2816,PID_8280,202,1/17/2019,82,20,POS Purchase,Purchased a product In-Store,Montserrat
LOYID_2816,PID_8281,88,1/21/2019,182,44,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2817,PID_8282,CMPNTAutonomousBaseMaestro,8/14/2017,70,44,POS Purchase,Purchased a product In-Store,Aruba
LOYID_2817,PID_8283,460,7/25/2018,120,29,POS Purchase,Purchased a product In-Store,USA
LOYID_2817,PID_8284,86,8/30/2018,96,39,POS Purchase,Purchased a product In-Store,Tonga
LOYID_2817,PID_8285,207,10/27/2018,161,38,POS Purchase,Purchased a product In-Store,British Indian Ocean Territory
LOYID_2817,PID_8286,623,1/10/2019,53,47,POS Purchase,Purchased a product In-Store,Lebanon
LOYID_2818,PID_8287,CMPNTArmServoMotorWizard,12/21/2018,194,26,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2818,PID_8288,49,1/11/2019,144,21,POS Purchase,Purchased a product In-Store,New Zealand
LOYID_2818,PID_8289,396,2/6/2019,90,32,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2818,PID_8290,5637146367,2/6/2019,156,24,POS Purchase,Purchased a product In-Store,"Virgin Islands, British"
LOYID_2818,PID_8291,198,2/6/2019,56,42,POS Purchase,Purchased a product In-Store,Thailand
LOYID_2819,PID_8292,618,8/6/2017,55,48,POS Purchase,Purchased a product In-Store,Saint Barthélemy
LOYID_2819,PID_8293,CSATPRJ,10/15/2018,111,48,POS Purchase,Purchased a product In-Store,Serbia
LOYID_2819,PID_8294,26,11/2/2018,173,27,POS Purchase,Purchased a product In-Store,Sierra Leone
LOYID_2819,PID_8295,680,1/27/2019,140,26,POS Purchase,Purchased a product In-Store,Armenia
LOYID_2820,PID_8296,126,6/20/2017,64,39,POS Purchase,Purchased a product In-Store,Mongolia
LOYID_2820,PID_8297,92,12/18/2018,132,31,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_2820,PID_8298,615,1/11/2019,66,36,POS Purchase,Purchased a product In-Store,American Samoa
LOYID_2820,PID_8299,378,1/24/2019,194,47,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2820,PID_8300,590,2/4/2019,80,28,POS Purchase,Purchased a product In-Store,Bhutan
LOYID_2821,PID_8301,489,1/23/2018,33,22,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2821,PID_8302,290,10/2/2018,126,42,POS Purchase,Purchased a product In-Store,Nepal
LOYID_2821,PID_8303,CMPNTPowerCMPNTWizard,12/5/2018,143,38,POS Purchase,Purchased a product In-Store,Kiribati
LOYID_2822,PID_8304,640,4/16/2017,109,38,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2822,PID_8305,490,4/4/2018,81,36,POS Purchase,Purchased a product In-Store,Saint Pierre and Miquelon
LOYID_2822,PID_8306,P-01000-D5D9C3,5/13/2018,187,25,POS Purchase,Purchased a product In-Store,Sri Lanka
LOYID_2823,PID_8307,219,12/20/2018,141,33,POS Purchase,Purchased a product In-Store,"Congo, the Democratic Republic of the"
LOYID_2823,PID_8308,42,12/28/2018,184,35,POS Purchase,Purchased a product In-Store,Gabon
LOYID_2823,PID_8309,226,2/5/2019,144,31,POS Purchase,Purchased a product In-Store,Monaco
LOYID_2824,PID_8310,376,5/12/2017,98,37,POS Purchase,Purchased a product In-Store,Marshall Islands
LOYID_2824,PID_8311,79,11/24/2017,160,47,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_2824,PID_8312,221,3/16/2018,126,21,POS Purchase,Purchased a product In-Store,Ireland
LOYID_2824,PID_8313,609,5/22/2018,179,48,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2825,PID_8314,148,9/11/2018,107,49,POS Purchase,Purchased a product In-Store,Djibouti
LOYID_2825,PID_8315,225,10/21/2018,170,43,POS Purchase,Purchased a product In-Store,Maldives
LOYID_2825,PID_8316,CMPNTArmServoMotorMaestro,1/21/2019,69,48,POS Purchase,Purchased a product In-Store,USA
LOYID_2825,PID_8317,P-01022-J7K9M3,1/24/2019,94,28,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2826,PID_8318,CMPNTHardDrive,7/7/2017,33,41,POS Purchase,Purchased a product In-Store,Serbia
LOYID_2826,PID_8319,459,10/8/2018,127,44,POS Purchase,Purchased a product In-Store,India
LOYID_2826,PID_8320,568,1/26/2019,96,20,POS Purchase,Purchased a product In-Store,Bolivia
LOYID_2826,PID_8321,180,2/5/2019,54,39,POS Purchase,Purchased a product In-Store,Hong Kong
LOYID_2827,PID_8322,297,9/26/2018,103,28,POS Purchase,Purchased a product In-Store,San Marino
LOYID_2827,PID_8323,12,11/3/2018,134,39,POS Purchase,Purchased a product In-Store,Western Sahara
LOYID_2827,PID_8324,5637146339,1/11/2019,51,27,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2827,PID_8325,662,1/19/2019,136,23,POS Purchase,Purchased a product In-Store,Indonesia
LOYID_2827,PID_8326,5637146327,1/25/2019,104,44,POS Purchase,Purchased a product In-Store,Viet Nam
LOYID_2828,PID_8327,682,11/20/2017,45,42,POS Purchase,Purchased a product In-Store,USA
LOYID_2828,PID_8328,91,8/7/2018,181,37,POS Purchase,Purchased a product In-Store,Singapore
LOYID_2828,PID_8329,594,8/16/2018,126,47,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_2829,PID_8330,546,1/15/2018,59,33,POS Purchase,Purchased a product In-Store,Monaco
LOYID_2829,PID_8331,5637146397,8/23/2018,32,32,POS Purchase,Purchased a product In-Store,Chad
LOYID_2829,PID_8332,CSATFLD,12/10/2018,54,20,POS Purchase,Purchased a product In-Store,Sao Tome and Principe
LOYID_2829,PID_8333,5637146350,12/25/2018,78,21,POS Purchase,Purchased a product In-Store,Micronesia
LOYID_2829,PID_8334,5637146405,1/19/2019,84,40,POS Purchase,Purchased a product In-Store,Benin
LOYID_2830,PID_8335,293,8/6/2018,186,49,POS Purchase,Purchased a product In-Store,Antigua and Barbuda
LOYID_2830,PID_8336,563,12/21/2018,153,20,POS Purchase,Purchased a product In-Store,United Kingdom (Great Britain)
LOYID_2830,PID_8337,3DPCF001,1/22/2019,33,47,POS Purchase,Purchased a product In-Store,Singapore
